buccaneer,buccaneering,buccaneered,buccaneered,,,
buck,bucking,bucked,bucked,,,
bucket,bucketing,bucketed,bucketed,,,
bucketize,bucketizing,bucketized,bucketized,,,
buckle,buckling,buckled,buckled,,,
buckler,bucklering,bucklered,bucklered,,,
buckram,buckraming,buckramed or buckrammed,buckramed or buckrammed,,,
bud,budding,budded,budded,,,
buddle,buddling,buddled,buddled,,,
buddy,buddying,buddied,buddied,,,
budg,budging,budged,budged,,,
budge,budging,budged,budged,,,
budget,budgeting,budgeted,budgeted,,,
buff,buffing,buffed,buffed,,,
buffalo,buffaloing,buffaloed,buffaloed,,,
buffer,buffering,buffered,buffered,,,
buffet,buffeting or buffetting,buffeted or buffetted,buffeted or buffetted,,,
buffle,buffling,buffled,buffled,,,
buffoon,buffooning,buffooned,buffooned,,,
bug,bugging,bugged,bugged,,,
bugbear,bugbearing,bugbeared,bugbeared,,,
bugger,buggering,buggered,buggered,,,
bugle,bugling,bugled,bugled,,,
build,building,built,built,,,
bulb,bulbing,bulbed,bulbed,,,
bulbectomize,bulbectomizing,bulbectomized,bulbectomized,,,
bulge,bulging,bulged,bulged,,,
bulk,bulking,bulked,bulked,,,
bull,bulling,bulled,bulled,,,
bull-whip,bull-whipping,bull-whipped,bull-whipped,,,
bulldog,bulldogging,bulldogged,bulldogged,,,
bulldoze,bulldozing,bulldozed,bulldozed,,,
bulldozer,bulldozering,bulldozered,bulldozered,,,
bullet,bulleting,bulleted,bulleted,,,
bulletin,bulletining,bulletined,bulletined,,,
bulletinize,bulletinizing,bulletinized,bulletinized,,,
bulletize,bulletizing,bulletized,bulletized,,,
bulletproof,bulletproofing,bulletproofed,bulletproofed,,,
bullirag,bulliragging,bulliragged,bulliragged,,,
bullock,bullocking,bullocked,bullocked,,,
bullshit,bullshitting,"bullshitted, or sometimes bullshit, or very rarely bullshat","bullshitted, or sometimes bullshit, or very rarely bullshat",,,
bullwhip,bullwhipping,bullwhipped,bullwhipped,,,
bully,bullying,bullied,bullied,,,
bullyrag,bullyragging,bullyragged,bullyragged,,,
bulwark,bulwarking,bulwarked,bulwarked,,,
bum,bumming,bummed,bummed,,,
bum-rush,bum-rushing,bum-rushed,bum-rushed,,,
bumbaze,bumbazing,bumbazed,bumbazed,,,
bumble,bumbling,bumbled,bumbled,,,
bumfuck,bumfucking,bumfucked,bumfucked,,,
bumfuzzle,bumfuzzling,bumfuzzled,bumfuzzled,,,
bump,bumping,bumped,bumped,,,
bumrush,bumrushing,bumrushed,bumrushed,,,
bun,bunning,bunned,bunned,,,
bunch,bunching,bunched,bunched,,,
bunco,buncoing,buncoed,buncoed,,,
bund,bunding,bunded,bunded,,,
bundle,bundling,bundled,bundled,,,
bung,bunging,bunged,bunged,,,
bungle,bungling,bungled,bungled,,,
bunk,bunking,bunked,bunked,,,
bunker,bunkering,bunkered,bunkered,,,
bunny-hop,bunny-hopping,bunny-hopped,bunny-hopped,,,
bunt,bunting,bunted,bunted,,,
buoy,buoying,buoyed,buoyed,,,
burble,burbling,burbled,burbled,,,
burden,burdening,burdened,burdened,,,
bureaucratize,bureaucratizing,bureaucratized,bureaucratized,,,
burgeon,burgeoning,burgeoned,burgeoned,,,
burglarise,burglarising,burglarised,burglarised,,,
burglarize,burglarizing,burglarized,burglarized,,,
burgle,burgling,burgled,burgled,,,
burke,burking,burked,burked,,,
burl,burling,burled,burled,,,
burlesque,burlesquing,burlesqued,burlesqued,,,
burn,burning,burned or burnt (mostly UK),burned or burnt (mostly UK),,,
burn-beat,burn-beating,burn-beated,burn-beated,,,
burnettize,burnettizing,burnettized,burnettized,,,
burnish,burnishing,burnished,burnished,,,
burp,burping,burped,burped,,,
burr,burring,burred,burred,,,
burrow,burrowing,burrowed,burrowed,,,
burst,bursting,burst or archaically brast,burst or rarely bursten,,,
burthen,burthening,burthened,burthened,,,
bury,burying,buried,buried,,,
bus,bussing or busing,bussed or bused,bussed or bused,,,
bush,bushing,bushed,bushed,,,
bushbash,bushbashing,bushbashed,bushbashed,,,
bushhammer,bushhammering,bushhammered,bushhammered,,,
bushwack,bushwacking,bushwacked,bushwacked,,,
bushwalk,bushwalking,bushwalked,bushwalked,,,
bushwhack,bushwhacking,bushwhacked,bushwhacked,,,
busk,busking,busked,busked,,,
buss,bussing,bussed,bussed,,,
bust,busting,busted,busted,,,
busticate,busticating,busticated,busticated,,,
bustle,bustling,bustled,bustled,,,
busy,busying,busied,busied,,,
butcher,butchering,butchered,butchered,,,
butle,butling,butled,butled,,,
butler,butlering,butlered,butlered,,,
butt,butting,butted,butted,,,
butt-rape,butt-raping,butt-raped,butt-raped,,,
buttcheck,buttchecking,buttchecked,buttchecked,,,
butter,buttering,buttered,buttered,,,
butterfly,butterflying,butterflied,butterflied,,,
buttfuck,buttfucking,buttfucked,buttfucked,,,
buttle,buttling,buttled,buttled,,,
button,buttoning,buttoned,buttoned,,,
buttonhole,buttonholing,buttonholed,buttonholed,,,
buttress,buttressing,buttressed,buttressed,,,
buttweld,buttwelding,buttwelded,buttwelded,,,
butylate,butylating,butylated,butylated,,,
buy,buying,bought,"bought or (rare, dialectal) boughten",,,
buycott,buycotting,buycotted,buycotted,,,
buz,buzzing,buzzed,buzzed,,,
buzz,buzzing,buzzed,buzzed,,,
buzz-bomb,buzz-bombing,buzz-bombed,buzz-bombed,,,
by-peep,by-peeping,by-peeped,by-peeped,,,
bycatch,bycatching,bycaught,bycaught,,,
byheart,byhearting,byhearted,byhearted,,,
byline,bylining,bylined,bylined,,,
byname,bynaming,bynamed,bynamed,,,
bypass,bypassing,bypassed,bypassed,,,
c,cæmenting,cæmented,cæmented,,,
C-spine,C-spining,C-spined,C-spined,,,
cabal,caballing,caballed,caballed,,,
cabalize,cabalizing,cabalized,cabalized,,,
cabbage,cabbaging,cabbaged,cabbaged,,,
cabin,cabining,cabined,cabined,,,
cable,cabling,cabled,cabled,,,
cabob,cabobbing,cabobbed,cabobbed,,,
cache,caching,cached,cached,,,
cachinnate,cachinnating,cachinnated,cachinnated,,,
cack,cacking,cacked,cacked,,,
cackle,cackling,cackled,cackled,,,
cacumate,cacumating,cacumated,cacumated,,,
cacuminate,cacuminating,cacuminated,cacuminated,,,
caddie,caddying,caddied,caddied,,,
caddy,caddying,caddied,caddied,,,
cade,cading,caded,caded,,,
cadence,cadencing,cadenced,cadenced,,,
cadge,cadging or cadgin,cadged,cadged,,,
caffeinate,caffeinating,caffeinated,caffeinated,,,
cage,caging,caged,caged,,,
cahoot,cahooting,cahooted,cahooted,,,
cair,cairing,caired,caired,,,
cajole,cajoling,cajoled,cajoled,,,
cake,caking,caked,caked,,,
calamistrate,calamistrating,calamistrated,calamistrated,,,
calcify,calcifying,calcified,calcified,,,
calcimine,calcimining,calcimined,calcimined,,,
calcinate,calcinating,calcinated,calcinated,,,
calcine,calcining,calcined,calcined,,,
calcitrate,calcitrating,calcitrated,calcitrated,,,
calculate,calculating,calculated,calculated,,,
calefie,calefying,calefied,calefied,,,
calefy,calefying,calefied,calefied,,,
calendar,calendaring,calendared,calendared,,,
calendarize,calendarizing,calendarized,calendarized,,,
calender,calendering,calendered,calendered,,,
calibrate,calibrating,calibrated,calibrated,,,
calk,calking,calked,calked,,,
call,calling,called,called,,,
callet,calleting,calleted,calleted,,,
calligraph,calligraphing,calligraphed,calligraphed,,,
callus,callusing,callused,callused,,,
calm,calming,calmed,calmed,,,
calque,calquing,calqued,calqued,,,
calumniate,calumniating,calumniated,calumniated,,,
calve,calving,calved,calved,,,
calver,calvering,calvered,calvered,,,
Calvinise,Calvinising,Calvinised,Calvinised,,,
Calvinize,Calvinizing,Calvinized,Calvinized,,,
cam,camming,cammed,cammed,,,
camber,cambering,cambered,cambered,,,
camcord,camcording,camcorded,camcorded,,,
cameltoe,cameltoeing,cameltoed,cameltoed,,,
cameo,cameoing,cameoed,cameoed,,,
camerate,camerating,camerated,camerated,,,
camo,camoing,camoed,camoed,,,
camouflage,camouflaging,camouflaged,camouflaged,,,
camp,camping,camped,camped,,,
campaign,campaigning,campaigned,campaigned,,,
campervan,campervanning,campervanned,campervanned,,,
camphorate,camphorating,camphorated,camphorated,,,
campus,campusing,campused,campused,,,
camrip,camripping,camripped,camripped,,,
can,-,canned,canned,,,
Canadianise,Canadianising,Canadianised,Canadianised,,,
Canadianize,Canadianizing,Canadianized,Canadianized,,,
canal,canaling or canalling,canaled or canalled,canaled or canalled,,,
canalise,canalising,canalised,canalised,,,
canalize,canalizing,canalized,canalized,,,
canary,canarying,canaried,canaried,,,
cancan,cancanning,cancanned,cancanned,,,
cancel,"cancelling (Commonwealth), canceling (American)","cancelled (Commonwealth), canceled (American)","cancelled (Commonwealth), canceled (American)",,,
cancelier,canceliering,canceliered,canceliered,,,
cancell,cancelling,cancelled,cancelled,,,
cancerate,cancerating,cancerated,cancerated,,,
candle,candling,candled,candled,,,
candy,candying,candied,candied,,,
cane,caning,caned,caned,,,
canker,cankering,cankered,cankered,,,
cannibalise,cannibalising,cannibalised,cannibalised,,,
cannibalize,cannibalizing,cannibalized,cannibalized,,,
cannon,cannoning,cannoned,cannoned,,,
cannonade,cannonading,cannonaded,cannonaded,,,
cannonball,cannonballing,cannonballed,cannonballed,,,
cannulate,cannulating,cannulated,cannulated,,,
canoe,canoeing,canoed,canoed,,,
canonicalise,canonicalising,canonicalised,canonicalised,,,
canonicalize,canonicalizing,canonicalized,canonicalized,,,
canonise,canonising,canonised,canonised,,,
canonize,canonizing,canonized,canonized,,,
canoodle,canoodling,canoodled,canoodled,,,
canopy,canopying,canopied,canopied,,,
cant,canting,canted,canted,,,
canter,cantering,cantered,cantered,,,
cantile,cantiling,cantiled,cantiled,,,
cantilever,cantilevering,cantilevered,cantilevered,,,
cantillate,cantillating,cantillated,cantillated,,,
cantle,cantling,cantled,cantled,,,
canton,cantoning,cantoned,cantoned,,,
cantonize,cantonizing,cantonized,cantonized,,,
canulate,canulating,canulated,canulated,,,
canvas,canvasing,canvased,canvased,,,
canvass,canvassing,canvassed,canvassed,,,
cap,capping,capped,capped,,,
capacify,capacifying,capacified,capacified,,,
capacitate,capacitating,capacitated,capacitated,,,
caparison,caparisoning,caparisoned,caparisoned,,,
cape,caping,caped,caped,,,
caper,capering,capered,capered,,,
capitalise,capitalising,capitalised,capitalised,,,
capitalize,capitalizing,capitalized,capitalized,,,
capitate,capitating,capitated,capitated,,,
capitulate,capitulating,capitulated,capitulated,,,
capon,caponing,caponed,caponed,,,
caponize,caponizing,caponized,caponized,,,
capot,capotting,capotted,capotted,,,
capriole,caprioling,caprioled,caprioled,,,
capsize,capsizing,capsized,capsized,,,
capsulize,capsulizing,capsulized,capsulized,,,
captain,captaining,captained,captained,,,
caption,captioning,captioned,captioned,,,
captivate,captivating,captivated,captivated,,,
capture,capturing,captured,captured,,,
car-jack,car-jacking,car-jacked,car-jacked,,,
carabine,carabining,carabined,carabined,,,
caracol,caracolling,caracolled,caracolled,,,
caracole,caracoling,caracoled,caracoled,,,
caramelise,caramelising,caramelised,caramelised,,,
caramelize,caramelizing,caramelized,caramelized,,,
caravan,caravaning or caravanning,caravaned or caravanned,caravaned or caravanned,,,
carboard,carboarding,carboarded,carboarded,,,
carbolize,carbolizing,carbolized,carbolized,,,
carbon-date,carbon-dating,carbon-dated,carbon-dated,,,
carbonado,carbonadoing,carbonadoed,carbonadoed,,,
carbonate,carbonating,carbonated,carbonated,,,
carbonatise,carbonatising,carbonatised,carbonatised,,,
carbonatize,carbonatizing,carbonatized,carbonatized,,,
carbone,carboning,carboned,carboned,,,
carbonify,carbonifying,carbonified,carbonified,,,
carbonise,carbonising,carbonised,carbonised,,,
carbonitride,carbonitriding,carbonitrided,carbonitrided,,,
carbonize,carbonizing,carbonized,carbonized,,,
carbonylate,carbonylating,carbonylated,carbonylated,,,
carboxylate,carboxylating,carboxylated,carboxylated,,,
carburet,carbureting or carburetting,carbureted or carburetted,carbureted or carburetted,,,
carburize,carburizing,carburized,carburized,,,
carcade,carcading,carcaded,carcaded,,,
carcerate,carcerating,carcerated,carcerated,,,
carcoon,carcooning,carcooned,carcooned,,,
card,carding,carded,carded,,,
card-index,card-indexing,card-indexed,card-indexed,,,
cardinalize,cardinalizing,cardinalized,cardinalized,,,
cardiovert,cardioverting,cardioverted,cardioverted,,,
care,caring,cared,cared,,,
careen,careening,careened,careened,,,
career,careering,careered,careered,,,
carefront,carefronting,carefronted,carefronted,,,
caress,caressing,caressed,caressed,,,
caretake,caretaking,caretook,caretaken,,,
caricature,caricaturing,caricatured,caricatured,,,
carjack,carjacking,carjacked,carjacked,,,
cark,carking,carked,carked,,,
carl,carling,carled,carled,,,
carmelize,carmelizing,carmelized,carmelized,,,
carnalize,carnalizing,carnalized,carnalized,,,
carnify,carnifying,carnified,carnified,,,
carol,"carolling, (US) caroling","carolled, (US) caroled","carolled, (US) caroled",,,
carom,caroming,caromed,caromed,,,
carouse,carousing,caroused,caroused,,,
carp,carping,carped,carped,,,
carpet,carpeting,carpeted,carpeted,,,
carpet-bomb,carpet-bombing,carpet-bombed,carpet-bombed,,,
carpetbag,carpetbagging,carpetbagged,carpetbagged,,,
carpool,carpooling,carpooled,carpooled,,,
carry,carrying,carried,carried,,,
carshare,carsharing,carshared,carshared,,,
cart,carting,carted,carted,,,
cartelize,cartelizing,cartelized,cartelized,,,
cartoon,cartooning,cartooned,cartooned,,,
cartop,cartopping,cartopped,cartopped,,,
cartwheel,cartwheeling,cartwheeled,cartwheeled,,,
cartwhip,cartwhipping,cartwhipped,cartwhipped,,,
carve,carving,carved or (archaic) corve,"corven (archaic), carved, or carven",,,
cascade,cascading,cascaded,cascaded,,,
case,casing,cased,cased,,,
caseate,caseating,caseated,caseated,,,
casefy,casefying,casefied,casefied,,,
caseharden,casehardening,casehardened,casehardened,,,
casevac,casevacking,casevacked,casevacked,,,
cash,cashing,cashed,cashed,,,
cashier,cashiering,cashiered,cashiered,,,
cask,casking,casked,casked,,,
casket,casketing,casketed,casketed,,,
cass,cassing,cassed,cassed,,,
cassate,cassating,cassated,cassated,,,
cast,casting,cast,cast,,,
castellate,castellating,castellated,castellated,,,
castigate,castigating,castigated,castigated,,,
castle,castling,castled,castled,,,
castrate,castrating,castrated,castrated,,,
casualise,casualising,casualised,casualised,,,
casualize,casualizing,casualized,casualized,,,
cat,catting,catted,catted,,,
catabolize,catabolizing,catabolized,catabolized,,,
Catalanize,Catalanizing,Catalanized,Catalanized,,,
catalog,cataloging,cataloged,cataloged,,,
catalogize,catalogizing,catalogized,catalogized,,,
catalogue,cataloguing,catalogued,catalogued,,,
catalyse,catalysing,catalysed,catalysed,,,
catalysize,catalysizing,catalysized,catalysized,,,
catalyze,catalyzing,catalyzed,catalyzed,,,
catapult,catapulting,catapulted,catapulted,,,
catastrophize,catastrophizing,catastrophized,catastrophized,,,
catcall,catcalling,catcalled,catcalled,,,
catch,catching,caught,caught,,,
catechise,catechising,catechised,catechised,,,
catechize,catechizing,catechized,catechized,,,
categise,categising,categised,categised,,,
categize,categizing,categized,categized,,,
categorify,categorifying,categorified,categorified,,,
categorise,categorising,categorised,categorised,,,
categorize,categorizing,categorized,categorized,,,
catenate,catenating,catenated,catenated,,,
cater,catering,catered,catered,,,
caterwaul,caterwauling,caterwauled,caterwauled,,,
catfish,catfishing,catfished,catfished,,,
cath,cathing,cathed,cathed,,,
catheterise,catheterising,catheterised,catheterised,,,
catheterize,catheterizing,catheterized,catheterized,,,
Catholicise,Catholicising,Catholicised,Catholicised,,,
Catholicize,Catholicizing,Catholicized,Catholicized,,,
catnap,catnapping,catnapped,catnapped,,,
catproof,catproofing,catproofed,catproofed,,,
catsit,catsitting,catsat,catsat,,,
catstitch,catstitching,catstitched,catstitched,,,
caucus,caucusing,caucused,caucused,,,
caudle,caudling,caudled,caudled,,,
caulk,caulking,caulked,caulked,,,
cauponize,cauponizing,cauponized,cauponized,,,
cause,causing,caused,caused,,,
caut,cauting,cauted,cauted,,,
cauterise,cauterising,cauterised,cauterised,,,
cauterize,cauterizing,cauterized,cauterized,,,
caution,cautioning,cautioned,cautioned,,,
cavalcade,cavalcading,cavalcaded,cavalcaded,,,
cave,caving,caved,caved,,,
cave-in,caving-in,caved-in,caved-in,,,
caveach,caveaching,caveached,caveached,,,
caveat,caveating,caveated,caveated,,,
cavil,(UK) cavilling or (US) caviling,(UK) cavilled or (US) caviled,(UK) cavilled or (US) caviled,,,
cavitate,cavitating,cavitated,cavitated,,,
cavort,cavorting,cavorted,cavorted,,,
caw,cawing,cawed,cawed,,,
CD,CDing,CDed,CDed,,,
cease,ceasing,ceased,ceased,,,
cede,ceding,ceded,ceded,,,
ceil,ceiling,ceiled,ceiled,,,
celebrate,celebrating,celebrated,celebrated,,,
celestialize,celestializing,celestialized,celestialized,,,
celestify,celestifying,celestified,celestified,,,
cell,celling,celled,celled,,,
cellar,cellaring,cellared,cellared,,,
cellophane,cellophaning,cellophaned,cellophaned,,,
cellulate,cellulating,cellulated,cellulated,,,
Celticize,Celticizing,Celticized,Celticized,,,
cement,cementing,cemented,cemented,,,
cense,censing,censed,censed,,,
censor,censoring,censored,censored,,,
censour,censouring,censoured,censoured,,,
censure,censuring,censured,censured,,,
census,censusing,censused,censused,,,
center,centering,centered,centered,,,
centerpunch,centerpunching,centerpunched,centerpunched,,,
centesimate,centesimating,centesimated,centesimated,,,
centralise,centralising,centralised,centralised,,,
centralize,centralizing,centralized,centralized,,,
centre,centring,centred,centred,,,
centrifuge,centrifuging,centrifuged,centrifuged,,,
centuple,centupling,centupled,centupled,,,
centuplicate,centuplicating,centuplicated,centuplicated,,,
centuriate,centuriating,centuriated,centuriated,,,
cere,cering,cered,cered,,,
cerebralise,cerebralising,cerebralised,cerebralised,,,
cerebralize,cerebralizing,cerebralized,cerebralized,,,
cerebrate,cerebrating,cerebrated,cerebrated,,,
certificate,certificating,certificated,certificated,,,
certify,certifying,certified,certified,,,
cess,cessing,cessed,cessed,,,
cha-cha,cha-chaing,cha-chaed,cha-chaed,,,
chace,chacing,chaced,chaced,,,
chack,chacking,chacked,chacked,,,
chafe,chafing,chafed,chafed,,,
chaff,chaffing,chaffed,chaffed,,,
chaffer,chaffering,chaffered,chaffered,,,
chagrin,chagrining,chagrined,chagrined,,,
chain,chaining,chained,chained,,,
chain-smoke,chain-smoking,chain-smoked,chain-smoked,,,
chainsaw,chainsawing,chainsawed,chainsawed,,,
chair,chairing,chaired,chaired,,,
chalk,chalking,chalked,chalked,,,
challenge,challenging,challenged,challenged,,,
cham,chamming,chammed,chammed,,,
chamber,chambering,chambered,chambered,,,
chameleonize,chameleonizing,chameleonized,chameleonized,,,
chamfer,chamfering,chamfered,chamfered,,,
champ,champing,champed,champed,,,
champagne,champagning,champagned,champagned,,,
champion,championing,championed,championed,,,
champoo,champooing,champooed,champooed,,,
chance,chancing,chanced,chanced,,,
change,changing,changed,changed,,,
chank,chanking,chanked,chanked,,,
channel,channeling or channelling,channelled or channeled,channelled or channeled,,,
channel-surf,channel-surfing,channel-surfed,channel-surfed,,,
channelise,channelising,channelised,channelised,,,
channelize,channelizing,channelized,channelized,,,
chant,chanting,chanted,chanted,,,
chantepleure,chantpleuring,chantpleured,chantpleured,,,
chap,chapping,chapped,chapped,,,
chapel,chapelling,chapelled,chapelled,,,
chaperon,chaperoning,chaperoned,chaperoned,,,
chaperone,chaperoning,chaperoned,chaperoned,,,
chaptalize,chaptalizing,chaptalized,chaptalized,,,
chapter,chaptering,chaptered,chaptered,,,
char,charing or charring,chared or charred,chared or charred,,,
character,charactering,charactered,charactered,,,
characterise,characterising,characterised,characterised,,,
characterize,characterizing,characterized,characterized,,,
charbroil,charbroiling,charbroiled,charbroiled,,,
charcoal,charcoaling,charcoaled,charcoaled,,,
chare,charing,chared,chared,,,
charge,charging,charged,charged,,,
chargrill,chargrilling,chargrilled,chargrilled,,,
charioteer,charioteering,charioteered,charioteered,,,
chark,charking,charked,charked,,,
charleston,charlestoning,charlestoned,charlestoned,,,
charm,charming,charmed,charmed,,,
chart,charting,charted,charted,,,
charter,chartering,chartered,chartered,,,
chase,chasing,chased,chased,,,
chass,chasséing,chasséd,chasséd,,,
chasse,chasseing,chassed,chassed,,,
chast,chasting,chasted,chasted,,,
chasten,chastening,chastened,chastened,,,
chastise,chastising,chastised,chastised,,,
chastize,chastizing,chastized,chastized,,,
chat,chatting,chatted,chatted,,,
chate,chating,chated,chated,,,
chatter,chattering,chattered,chattered,,,
chauffeur,chauffeuring,chauffeured,chauffeured,,,
chaulk,chaulking,chaulked,chaulked,,,
chaun,chauning,chauned,chauned,,,
chaunge,chaunging,chaunged,chaunged,,,
chaunt,chaunting,chaunted,chaunted,,,
chavel,chaveling,chaveled,chaveled,,,
chaw,chawing,chawed,chawed,,,
cheap,cheaping,cheaped,cheaped,,,
cheapen,cheapening,cheapened,cheapened,,,
cheat,cheating,cheated,cheated,,,
check,checking,checked,checked,,,
check-call,check-calling,check-called,check-called,,,
check-fold,check-folding,check-folded,check-folded,,,
check-raise,check-raising,check-raised,check-raised,,,
checker,checkering,checkered,checkered,,,
checkerboard,checkerboarding,checkerboarded,checkerboarded,,,
checkmate,checkmating,checkmated,checkmated,,,
checkpoint,checkpointing,checkpointed,checkpointed,,,
checksum,checksumming,checksummed,checksummed,,,
cheddar,cheddaring,cheddared,cheddared,,,
cheek,cheeking,cheeked,cheeked,,,
cheep,cheeping,cheeped,cheeped,,,
cheer,cheering,cheered,cheered,,,
cheerlead,cheerleading,cheerled or cheerleaded,cheerled or cheerleaded,,,
cheese,cheesing,cheesed,cheesed,,,
chelate,chelating,chelated,chelated,,,
chelp,chelping,chelped,chelped,,,
chemicalize,chemicalizing,chemicalized,chemicalized,,,
chemisorb,chemisorbing,chemisorbed,chemisorbed,,,
chemosorb,chemosorbing,chemosorbed,chemosorbed,,,
chequer,chequering,chequered,chequered,,,
chequerboard,chequerboarding,chequerboarded,chequerboarded,,,
cherish,cherishing,cherished,cherished,,,
cherry-pick,cherry-picking,cherry-picked,cherry-picked,,,
cherry-pop,cherry-popping,cherry-popped,cherry-popped,,,
cherrypick,cherrypicking,cherrypicked,cherrypicked,,,
cherup,cheruping or cherupping,cheruped or cherupped,cheruped or cherupped,,,
chest,chesting,chested,chested,,,
cheve,cheving,cheved,cheved,,,
chevron,chevroning,chevroned,chevroned,,,
chevy,chevying,chevied,chevied,,,
chew,chewing,chewed,chewed,,,
chi-ike,chi-iking,chi-iked,chi-iked,,,
chiack,chiacking,chiacked,chiacked,,,
chib,chibbing,chibbed,chibbed,,,
chicane,chicaning,chicaned,chicaned,,,
chick,chicking,chicked,chicked,,,
chicken,chickening,chickened,chickened,,,
chide,chiding,"chid, chided, or chode","chid, chided, or chidden",,,
childmind,childminding,childminded,childminded,,,
childproof,childproofing,childproofed,childproofed,,,
chill,chilling,chilled,chilled,,,
chillax,chillaxing,chillaxed,chillaxed,,,
chilltime,chilltiming,chilltimed,chilltimed,,,
chime,chiming,chimed,chimed,,,
chimney,chimneying,chimneyed,chimneyed,,,
chimp,chimping,chimped,chimped,,,
chin,chinning,chinned,chinned,,,
chine,chining,chined,chined,,,
ching,chinging,chinged,chinged,,,
chink,chinking,chinked,chinked,,,
chinkle,chinkling,chinkled,chinkled,,,
chinse,chinsing,chinsed,chinsed,,,
chinwag,chinwagging,chinwagged,chinwagged,,,
chip,chipping,chipped,chipped,,,
chipmunk,chipmunking,chipmunked,chipmunked,,,
chipper,chippering,chippered,chippered,,,
chirk,chirking,chirked,chirked,,,
chirm,chirming,chirmed,chirmed,,,
chirp,chirping,chirped,chirped,,,
chirpse,chirpsing,chirpsed,chirpsed,,,
chirr,chirring,chirred,chirred,,,
chirre,chirring,chirred,chirred,,,
chirrup,chirruping,chirruped,chirruped,,,
chisel,chiseling or chiselling,chiseled or chiselled,chiseled or chiselled,,,
chit,chitting,chitted,chitted,,,
chit-chat,chit-chatting,chit-chatted,chit-chatted,,,
chitchat,chitchatting,chitchatted,chitchatted,,,
chitter,chittering,chittered,chittered,,,
chiv,chivving,chivved,chivved,,,
chivvy,chivvying,chivvied,chivvied,,,
chivy,chivying,chivied,chivied,,,
chloridate,chloridating,chloridated,chloridated,,,
chloridize,chloridizing,chloridized,chloridized,,,
chlorinate,chlorinating,chlorinated,chlorinated,,,
chlorinise,chlorinising,chlorinised,chlorinised,,,
chlorinize,chlorinizing,chlorinized,chlorinized,,,
chloroform,chloroforming,chloroformed,chloroformed,,,
choak,choaking,choaked,choaked,,,
choake,choaking,choaked,choaked,,,
chock,chocking,chocked,chocked,,,
choke,choking,choked,choked,,,
chomp,chomping,chomped,chomped,,,
chondrify,chondrifying,chondrified,chondrified,,,
choogle,choogling,choogled,choogled,,,
choose,choosing,chose,chosen,,,
chop,chopping,chopped,chopped,,,
chopper,choppering,choppered,choppered,,,
choque,choquing,choqued,choqued,,,
chor,chorrin,chorred,chorred,,,
chord,chording,chorded,chorded,,,
chore,choring,chored,chored,,,
choreograph,choreographing,choreographed,choreographed,,,
chortle,chortling,chortled,chortled,,,
chorus,chorusing or chorussing,chorused or chorussed,chorused or chorussed,,,
chouse,chousing,choused,choused,,,
chow,chowing,chowed,chowed,,,
chowter,chowtering,chowtered,chowtered,,,
christen,christening,christened,christened,,,
Christianise,Christianising,Christianised,Christianised,,,
Christianize,Christianizing,Christianized,Christianized,,,
chromakey,chromakeying,chromakeyed,chromakeyed,,,
chromatograph,chromatographing,chromatographed,chromatographed,,,
chrome,chroming,chromed,chromed,,,
chromium-plate,chromium-plating,chromium-plated,chromium-plated,,,
chronicle,chronicling,chronicled,chronicled,,,
chronologise,chronologising,chronologised,chronologised,,,
chronologize,chronologizing,chronologized,chronologized,,,
chuck,chucking,chucked,chucked,,,
chuckle,chuckling,chuckled,chuckled,,,
chud,chudding,chudded,chudded,,,
chuff,chuffing,chuffed,chuffed,,,
chuffle,chuffling,chuffled,chuffled,,,
chug,chugging,chugged,chugged,,,
chugalug,chugalugging,chugalugged,chugalugged,,,
chum,chumming,chummed,chummed,,,
chumble,chumbling,chumbled,chumbled,,,
chunder,chundering,chundered,chundered,,,
chunk,chunking,chunked,chunked,,,
chunter,chuntering,chuntered,chuntered,,,
chupse,chupsing,chupsed,chupsed,,,
church,churching,churched,churched,,,
churn,churning,churned,churned,,,
churnalise,churnalising,churnalised,churnalised,,,
churnalize,churnalizing,churnalized,churnalized,,,
churr,churring,churred,churred,,,
chuse,chusing,chused,chused,,,
chutter,chuttering,chuttered,chuttered,,,
chylify,chylifying,chylified,chylified,,,
chymify,chymifying,chymified,chymified,,,
cicatrise,cicatrising,cicatrised,cicatrised,,,
cicatrize,cicatrizing,cicatrized,cicatrized,,,
cicurate,cicurating,cicurated,cicurated,,,
cimmerianize,cimmerianizing,cimmerianized,cimmerianized,,,
cinch,cinching,cinched,cinched,,,
cinchonize,cinchonizing,cinchonized,cinchonized,,,
cincture,cincturing,cinctured,cinctured,,,
cinder,cindering,cindered,cindered,,,
cinefilm,cinefilming,cinefilmed,cinefilmed,,,
cinematise,cinematising,cinematised,cinematised,,,
cinematize,cinematizing,cinematized,cinematized,,,
cipher,ciphering,ciphered,ciphered,,,
circ,circing,circed,circed,,,
circle,circling,circled,circled,,,
circle-strafe,circle-strafing,circle-strafed,circle-strafed,,,
circuit,circuiting,circuited,circuited,,,
circularise,circularising,circularised,circularised,,,
circularize,circularizing,circularized,circularized,,,
circulate,circulating,circulated,circulated,,,
circumagitate,circumagitating,circumagitated,circumagitated,,,
circumambulate,circumambulating,circumambulated,circumambulated,,,
circumcise,circumcising,circumcised,circumcised,,,
circumcize,circumcizing,circumcized,circumcized,,,
circumduce,circumducing,circumduced,circumduced,,,
circumduct,circumducting,circumducted,circumducted,,,
